"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-8289498",0,0,0,0.2364,0,0,-0.1478,-0.7436,0.2929,-0.376,0.5659
"SNP_A-2293698",0,0,0,0,-0.2562,0,-0.1621,-0.7564,0.2571,-0.4201,0.5566
"SNP_A-8288037",0,0,0,0.2683,0,0,-0.1517,-0.7336,0.2882,-0.4058,0.5751
"SNP_A-8484507",0,0,0,0.2432,0,0,-0.1559,-0.7228,0.2842,-0.4049,0.569
"SNP_A-8557619",0,0,0,0.2431,0,0,-0.1382,-0.7408,0.2685,-0.3909,0.5375
"SNP_A-1918155",0,0,0,0.2687,0,0,-0.1296,-0.7458,0.2794,-0.3987,0.5615
"SNP_A-2245382",0,0,0,0.265,0,0,-0.1517,-0.7637,0.2717,-0.3898,0.5837
"SNP_A-1934867",0,0,0,0.2578,0,0,-0.1224,-0.7539,0.2826,-0.3932,0.573
"SNP_A-1813352",0,0,0,0.2652,0,0,-0.1475,-0.7513,0.2578,-0.3893,0.5569
"SNP_A-2232899",0.2218,0,0,0,0,0,-0.1464,-0.7391,0.2877,-0.3898,0.5647
"SNP_A-4247893",0.3474,0,0,0,0,0,-0.1546,-0.7473,0.287,-0.378,0.5573
"SNP_A-1900537",0.328,0,0,0,0,0,-0.1404,-0.7387,0.289,-0.3668,0.5718
"SNP_A-2090742",0.3254,0,0,0,0,0,-0.1448,-0.7393,0.2786,-0.3868,0.5665
"SNP_A-2026527",0.3279,0,0,0,0,0,-0.1491,-0.7511,0.2867,-0.3734,0.5542
"SNP_A-4252275",0.3279,0,0,0,0,0,-0.1349,-0.7365,0.2874,-0.3826,0.5555
"SNP_A-4268688",0.3325,0,0,0,0,0,-0.1491,-0.733,0.2769,-0.3829,0.5584
"SNP_A-2053089",0.321,0,0,0,0,0,-0.1438,-0.7473,0.2911,-0.3927,0.5553
"SNP_A-4302770",0,0,0,0.2553,0,0,-0.1445,-0.7488,0.2911,-0.3862,0.5523
"SNP_A-1902044",0,0,0,0.2616,0,0,-0.1439,-0.7406,0.2812,-0.3896,0.5469
"SNP_A-1791661",0,0,0,0.2726,0,0,-0.1594,-0.736,0.2784,-0.4023,0.5606
"SNP_A-4292387",0,0,0,0.2563,0,0,-0.1544,-0.7315,0.2875,-0.3892,0.5596
"SNP_A-1869043",0,0,0,0.2361,0,0,-0.1436,-0.7461,0.2779,-0.392,0.556
"SNP_A-2306310",0,0,0,0.2259,0,0,-0.1533,-0.741,0.3016,-0.3857,0.5693
"SNP_A-8320909",0,0,0,0.2502,0,0,-0.1495,-0.7533,0.2731,-0.3973,0.5673
"SNP_A-2305721",0,0,0,0.2794,0,0,-0.1302,-0.7366,0.2903,-0.4064,0.5646
"SNP_A-4206842",0.3644,0,0,0,0,0,-0.1523,-0.7444,0.2767,-0.4015,0.5627
"SNP_A-2194963",0,0,0,0.3104,0,0,-0.1381,-0.7406,0.2824,-0.4046,0.5623
"SNP_A-8320058",0,0,0,0.2876,0,0,-0.1555,-0.7358,0.2753,-0.3984,0.5524
"SNP_A-8287066",-0.2274,0,0,0,0,0,-0.1597,-0.7215,0.2725,-0.3864,0.5606
"SNP_A-8493506",0,0,0,0,0,0.2333,-0.1363,-0.7537,0.2892,-0.3837,0.5828
"SNP_A-1952851",0,0,0,0,0,0.2464,-0.1533,-0.7542,0.2918,-0.3993,0.5842
"SNP_A-8307784",0,0,0,0,0,0.2707,-0.1232,-0.7507,0.2872,-0.3935,0.5476
"SNP_A-8557413",-0.2291,0,0,0.2187,0,0,-0.14,-0.7362,0.3004,-0.3801,0.5587
"SNP_A-2138794",0,0,0,0.2697,0,0,-0.1487,-0.7326,0.2917,-0.4073,0.559
"SNP_A-4300858",0,0,0,0.246,0,0,-0.1341,-0.7446,0.2832,-0.396,0.5622
"SNP_A-8652851",0,0,0,0.2272,0.2255,0,-0.1498,-0.7347,0.2829,-0.4209,0.5634
"SNP_A-2090474",0,0.2174,0,0,0,0,-0.1512,-0.7329,0.2799,-0.3955,0.5662
"SNP_A-8443014",0,0,0,0,0,0.2448,-0.1369,-0.7396,0.2598,-0.4189,0.5658
"SNP_A-4245276",0,0,0,0.1995,0,0,-0.1521,-0.7431,0.2674,-0.3823,0.5621
"SNP_A-8289223",0,-0.1978,0,0,0,0,-0.145,-0.7373,0.2884,-0.409,0.5662
"SNP_A-4286214",0,0,0,0,0,0.221,-0.169,-0.7335,0.2915,-0.3713,0.5587
"SNP_A-8706555",0,0,0,0.2101,0,0,-0.1389,-0.7354,0.278,-0.3833,0.5559
"SNP_A-1851517",0,0,0,0.2673,0,0,-0.1443,-0.7455,0.2736,-0.4043,0.5722
"SNP_A-8398306",0,0,0,-0.2153,0,0,-0.1398,-0.7324,0.2694,-0.3727,0.5468
"SNP_A-8449429",0,0,0,0,0,0.2133,-0.1538,-0.7373,0.273,-0.3932,0.5575
"SNP_A-2253385",0,-0.2046,0,0,0,0,-0.1509,-0.7347,0.2992,-0.4043,0.5612
"SNP_A-2107703",0,-0.2092,0,0,0,0,-0.1339,-0.7388,0.2791,-0.3968,0.578
"SNP_A-8418208",-0.2337,0,0,0,0,0,-0.1378,-0.7269,0.2788,-0.4011,0.5564
"SNP_A-1928271",0,0,0.2275,0,0,0,-0.162,-0.7535,0.2856,-0.3962,0.5669
"SNP_A-8633758",0,0,0.2056,0,0,0,-0.157,-0.7229,0.2846,-0.3863,0.5765
"SNP_A-4283257",0.242,0,0,0,0,0,-0.1359,-0.7374,0.2884,-0.3901,0.5472
"SNP_A-2252463",0.2634,0,0,0,0,0,-0.1521,-0.7666,0.2686,-0.398,0.5637
"SNP_A-1830359",-0.2288,0,0,0,0,0,-0.1355,-0.7593,0.2809,-0.3836,0.5552
"SNP_A-8291317",0.205,0,0,0,0,0,-0.1398,-0.7454,0.2929,-0.3757,0.5628
"SNP_A-2002897",0.2427,0,0,0,0,0,-0.1451,-0.736,0.3024,-0.4139,0.5699
"SNP_A-8547854",-0.257,0,0,0,0,0,-0.1324,-0.7394,0.2799,-0.4043,0.5622
"SNP_A-2001315",0.223,0,0,0,0,0,-0.1584,-0.7151,0.3059,-0.3904,0.5603
"SNP_A-8700356",0.2102,0,0,0,0,0,-0.156,-0.7441,0.2945,-0.3911,0.558
"SNP_A-8290166",0.2166,0,0,0,0,0,-0.1413,-0.7295,0.2912,-0.4142,0.5605
"SNP_A-4214057",0.2751,0,0,0,0,0,-0.1313,-0.7365,0.2953,-0.402,0.5571
"SNP_A-2177605",0.243,0,0,0,0,0,-0.1369,-0.745,0.2969,-0.3847,0.5681
"SNP_A-2259649",0.2089,0,0,0,0,0,-0.1483,-0.7365,0.2817,-0.3954,0.5699
"SNP_A-4240086",0.2359,0,0,0,0,0,-0.1515,-0.7477,0.273,-0.4023,0.5685
"SNP_A-8681760",0.2177,0,0,0,0,0,-0.1394,-0.7568,0.2742,-0.3912,0.5679
"SNP_A-1786335",0.2253,0,0,0,0,0,-0.1389,-0.7611,0.2831,-0.3845,0.5728
"SNP_A-2131341",0.2514,0,0,0,0,0,-0.1349,-0.7438,0.2767,-0.3844,0.5743
"SNP_A-2159215",0.2633,0,0,0,0,0,-0.1425,-0.7613,0.2823,-0.3995,0.565
"SNP_A-4230412",0.2928,0,0,0,0,0,-0.1326,-0.759,0.2617,-0.3837,0.557
"SNP_A-2114396",-0.2288,0,0,0,0,0,-0.1344,-0.7385,0.279,-0.4044,0.5484
"SNP_A-2196769",-0.2219,0,0,0,0,0,-0.1282,-0.7499,0.279,-0.4002,0.5515
"SNP_A-8301286",0.2179,0,0,0,0,0,-0.1469,-0.7539,0.2787,-0.3904,0.5588
"SNP_A-2189159",0.239,0,0,0,0,0,-0.1403,-0.7454,0.2748,-0.3901,0.5612
