"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-8332071",0,0.3512,0,0,0,0,-0.1412,-0.7251,0.2711,-0.4,0.5582
"SNP_A-2184761",0.265,0,0,0,0,0,-0.1608,-0.7282,0.2856,-0.3911,0.5686
"SNP_A-8590831",0.248,0,0,0,0,0,-0.1377,-0.723,0.2898,-0.3904,0.5578
"SNP_A-2002030",-0.2112,0,0,0,0,0,-0.1411,-0.7183,0.2751,-0.395,0.5447
"SNP_A-2067803",-0.2663,0,0,0,0,0,-0.14,-0.7305,0.2638,-0.3914,0.5399
"SNP_A-8425207",-0.2483,0,0,0,0,0,-0.16,-0.7486,0.2728,-0.3947,0.5564
"SNP_A-8393049",0,0,0,0,0,-0.3504,-0.1575,-0.7556,0.2864,-0.3931,0.5358
"SNP_A-8288274",0,0,0,0,0,-0.4031,-0.1669,-0.7461,0.2836,-0.3926,0.5795
"SNP_A-8469169",0.209,0,0,0,0,0,-0.1542,-0.7267,0.2868,-0.4126,0.5677
"SNP_A-2254426",0.2829,0,0,0,0,0,-0.1334,-0.728,0.2924,-0.3986,0.5432
"SNP_A-2183474",0.2889,0,0,0,0,0,-0.1565,-0.7574,0.2702,-0.393,0.5512
"SNP_A-8635062",-0.2722,0,0,0,0,0,-0.157,-0.7382,0.2923,-0.3909,0.5652
"SNP_A-2001257",-0.245,0,0,0,0,0,-0.1481,-0.726,0.2742,-0.3896,0.5651
"SNP_A-8627045",0.2507,0,0,0,0,0,-0.1528,-0.7351,0.2773,-0.3855,0.5568
"SNP_A-8565564",-0.2946,0,0,0,0,0,-0.1404,-0.7556,0.2786,-0.3957,0.5568
"SNP_A-2045759",-0.299,0,0,0,0,0,-0.1566,-0.7489,0.2787,-0.387,0.5557
"SNP_A-2180952",-0.2965,0,0,0,0,0,-0.1596,-0.7459,0.2826,-0.4023,0.5711
"SNP_A-8361679",-0.3262,0,0,0,0,0,-0.1321,-0.7604,0.2841,-0.3797,0.562
"SNP_A-2104929",-0.3193,0,0,0,0,0,-0.1278,-0.7544,0.2892,-0.3931,0.5631
"SNP_A-2261751",-0.3783,0,0,0,0,0,-0.1293,-0.7446,0.2751,-0.3836,0.5623
"SNP_A-8557955",-0.3287,0,0,0,0,0,-0.1354,-0.7571,0.286,-0.4022,0.5757
"SNP_A-2065831",-0.3246,0,0,0,0,0,-0.1481,-0.7451,0.3037,-0.3903,0.5597
"SNP_A-4195921",-0.3453,0,0,0,0,0,-0.1383,-0.746,0.2997,-0.399,0.5615
